Page,Number,Name,MasjidID,Email,Phone,Address
6,8,BAITUS SHOLIHIN,01.4.14.32.01.000032,-,-,"Jl. Siranda 2 Bancaan Barat RT 03 RW XII Kel. Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,22,NURUL HUDA,01.4.14.02.07.000013,-,-,"NUSADADI RT 04 EW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,3,NUR HIDAYAH,01.4.14.32.01.000028,-,085870168370,"Soka RT 02 RW 07 Kel. Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,27,ALITTIHAD,01.6.14.02.07.000018,-,-,"SELANDAKA RT 07 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,20,USSU AL-FALAH,01.6.14.02.07.000011,-,-,"KEMIRI RT 01 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,28,BAITUTTA'ALLUMI,01.6.14.02.07.000019,-,-,"SUMPIUH RT 02 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,26,ALHUDA,01.4.14.02.07.000017,-,-,"SELANDAKA RT 05 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,4,AL-BAROKAH,01.4.14.32.01.000029,-,(0298) 314055,"Jl. KH. Ahmad Dahlan 100 RT 06 RW VII Kel. Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,18,BAITUL HIKMAH,01.6.14.02.07.000009,-,-,"KUNTILI RT 04 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,1,SHIROTUS SALAM,01.4.14.32.01.000026,-,-,"Jl. Cemara IV/3 RT 04 RW 06 Kelurahan Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,29,SYUHADA,01.4.14.32.01.000033,-,-,"Plompongan RT 02 RW I Kelurahan Kauman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
6,30,AL-KHOIROT,01.4.14.32.01.000034,-,-,"Jadi, RT 02 RW IV Kelurahan Kauman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
6,23,AL-AMIN,01.6.14.02.07.000014,-,-,"NUSADADI RT 08 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,17,SABILUL JANAH,01.4.14.02.07.000008,-,-,"KUNTILI RT 03 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,12,BAITURROHIM,01.6.14.02.07.000003,-,-,"KUNTILI RT 05 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,13,AT TAQWA,01.6.14.02.07.000004,-,-,"KUNTILI RT 05 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,19,ATTAQWA,01.4.14.02.07.000010,-,-,"KEMIRI RT 02 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,6,AR-ROSYID,01.6.14.32.01.000031,-,-,"Komplek SMK Muhammadiyah RT 11 RW 07 Soka, Kel. Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,24,MIFTAHURROHMAN,01.6.14.02.07.000015,-,-,"NUSADADI RT 02 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,5,MERDEKA,01.4.14.32.01.000030,-,-,"Jl. Merdeka Utara RT 03 Rw 07Soka, Kel. Sidorejo Lor Sidorejo, Kota Salatiga Jawa Tengah"
6,11,BABUSSALAM,01.6.14.02.07.000002,-,-,"PANDAK RT 07 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,16,AL FATAH,01.6.14.02.07.000007,-,-,"KUNTILI RT 02 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
6,15,NURUL HUDA,01.6.14.02.07.000006,-,-,"KUNTILI RT 02 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,18,AL-MUSTAQIEM,01.4.14.02.19.000015,-,-,"SOKARAJA KULON RT. 03/06 Sokaraja, Kab. Banyumas Jawa Tengah"
7,2,SYUHADA,01.3.14.02.07.000021,-,-,"SUMPIUH RT 02 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,15,DALAILUL KHOEROT,01.4.14.02.19.000011,-,-,"SOKARAJA TENGAH RT. 02/03 Sokaraja, Kab. Banyumas Jawa Tengah"
7,26,AL-ANWAR,01.4.14.02.07.000031,-,-,"BOGANGIN RT 01 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,17,AL-CHAMAMI,01.4.14.02.19.000014,-,-,"SOKARAJA KULON RT. 01/08 Sokaraja, Kab. Banyumas Jawa Tengah"
7,20,BAETUL MA`MUR,01.4.14.02.16.000002,-,-,"Pekuncen RT 04 RW 08 Pekuncen, Kab. Banyumas Jawa Tengah"
7,16,AL-IKHLAS,01.6.14.02.07.000025,-,-,"LEBENG RT 03 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,3,NURUTTOLIB,01.4.14.02.07.000022,-,-,"LEBENG RT 02 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,29,MASLAKHATUL MUSLIMIN,01.4.14.35.03.000007,-,-,"Debong Kulon RT.01/II Tegal Selatan, Kota Tegal Jawa Tengah"
7,30,ASSYAFAA`AH,01.6.14.02.25.000002,-,-,"PASIR KIDUL RT 04/05 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
7,1,AT-TAQWA,01.4.14.02.07.000020,-,-,"SUMPIUH RT 01 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,19,AL-ISTIQOMAH,01.4.14.02.19.000016,-,-,"KEDONDONG RT. 02/03 Sokaraja, Kab. Banyumas Jawa Tengah"
7,5,KENDALISADA,01.6.14.02.07.000024,-,-,"LEBENG RT 06 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,10,BAITURROHMAN,01.4.14.32.01.000039,-,-,"Surowangsan RT 01 RW V Kelurahan Kauman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
7,4,ALHIDAYAH,01.6.14.02.07.000023,-,-,"LEBENG RT O3 RW I Sumpiuh, Kab. Banyumas Jawa Tengah"
7,6,JAMIK AL-MUTTAQIN,01.4.14.32.01.000035,-,-,"Kauman RT 02 RW II Kelurahan Kamuman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
7,22,HIDAYATUL MUBTADIIN,01.6.14.02.07.000027,-,-,"SELANEGARA RT 02 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,21,SABILUL FALAH,01.4.14.02.07.000026,-,-,"SELANEGARA RT 05 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,8,AL-MASYUR,01.4.14.32.01.000037,-,-,"Batur RT 03 RW I Kelurahan Kauman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
7,14,BAITUL MUKMIN,01.3.14.02.19.000010,-,-,"SOKARAJA TENGAH RT. 01/01 Sokaraja, Kab. Banyumas Jawa Tengah"
7,23,AL-ISTIQOMAH,01.6.14.02.07.000028,-,-,"SELANEGARA RT 01 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,12,DARUSSALAM,01.4.14.02.19.000006,-,-,"SOKARAJA KIDUL RT. 01/02 Sokaraja, Kab. Banyumas Jawa Tengah"
7,27,AL-BAROKAH,01.4.14.02.25.000001,-,-,"KARANGLEWAS LOR RT 02/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
7,11,BAITUL HIDAYAH,01.4.14.02.19.000005,-,-,"SOKARAJA WETAN RT. 01/07 Sokaraja, Kab. Banyumas Jawa Tengah"
7,13,AS-SUNNIYYAH,01.4.14.02.19.000007,-,-,"SOKARAJA LOR RT. 01/02 Sokaraja, Kab. Banyumas Jawa Tengah"
7,7,BAITUSSALAM,01.4.14.32.01.000036,-,-,"Legok RT 02 RW VI Kelurahan Kauman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
7,28,AL-HUDA,01.6.14.02.07.000032,-,-,"BOGANGIN RT 05 RW 01 Siwarni Sumpiuh, Kab. Banyumas Jawa Tengah"
7,24,BABUL MUTTAQIN,01.6.14.02.07.000029,-,-,"SELANEGARA RT 06 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,25,NURUL ISLAM,01.6.14.02.07.000030,-,-,"SELANEGARA RT 02 RW 05 Sumpiuh, Kab. Banyumas Jawa Tengah"
7,9,AL-MUHAJIRIN,01.6.14.32.01.000038,-,-,"Perum Manunggal II RT 02 RW VIII Kelurahan KAuman Kidul Sidorejo, Kota Salatiga Jawa Tengah"
8,1,AL-HUDA,01.6.14.02.07.000033,-,-,"BOGANGIN RT 03 RW 06 Pagedongan Sumpiuh, Kab. Banyumas Jawa Tengah"
8,27,AL-FALAH,01.6.14.02.07.000053,-,-,"KETANDA RT 04 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,18,BAITURROHMAN,01.4.14.02.07.000044,-,-,"BANJARPANEPEN RT 03 RW O4 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,10,DALAL ASSA'ADUN,01.6.14.02.07.000038,-,-,"BANJARPANEPEN RT 01 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,16,BAITURROHMAN,01.6.14.02.07.000042,-,-,"BANJARPANEPEN RTB 02 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,6,AN-NUR,01.4.14.02.25.000004,-,-,"PASIR KIDUL RT 03/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,2,BAITUSSALIM,01.6.14.02.07.000034,-,-,"BOGANGIN RT 02 RW 07 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,20,NURUL HUDA,01.6.14.02.07.000046,-,-,"KETANDA RT 01 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,7,NURUL IKHSAN,01.6.14.02.07.000037,-,-,"BANJAR PANEPEN RT 02 RW 08 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,11,BAITURROHMAH,01.6.14.02.25.000007,-,-,"PASIR KIDUL RT 04/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,8,NURUL HIDAYAH,01.6.14.02.25.000005,-,0281 7509566,"Rejasari RT 01/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,4,AL-ATIQ,01.6.14.02.07.000036,-,-,"BOGANGIN RT 01 RW 05 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,9,BAITUL MA'MUR,01.6.14.02.25.000006,-,-,"PASIR KIDUL RT 04/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,5,AL-FALAH,01.3.14.02.25.000003,-,-,"PASIR KIDUL RT 02/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,12,AL-HIDAYAH I,01.6.14.02.07.000039,-,-,"BANJARPANEPEN RT 03 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,13,AL-HIDAYAH II,01.6.14.02.07.000040,-,-,"BANJAR PANEPEN RT 02 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,15,ISLAKHUL MU'MININ,01.6.14.02.07.000041,-,-,"BANJARPANEPEN RT 03 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,14,AL-FATHAH,01.6.14.02.25.000008,-,-,"PASIR KIDUL RT 01/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
8,21,AL-HUDA,01.6.14.02.07.000047,-,-,"KETANDA RT 10 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,19,BUNYANUL MUSLIMIN,01.6.14.02.07.000045,-,-,"KETANDA RT 05 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,28,AL-IKHLAS,01.6.14.02.07.000054,-,-,"KETANDA RT 02 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,24,AL-ISTIQOMAH,01.6.14.02.07.000050,-,-,"KETANDA RT 03 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,22,BAITUSSALAM,01.6.14.02.07.000048,-,-,"KETANDA RT 07 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,25,ADLIA,01.4.14.02.07.000051,-,-,"KETANDA RT 04 RW 03 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,23,MIFTAKHUL HUDA,01.6.14.02.07.000049,-,-,"KETANDA RT 06 RW 01 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,17,NURUL MUTTAQIN,01.6.14.02.07.000043,-,-,"BANJAR PANEPEN RT 03 RW 06 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,26,CHAYATUL ISLAM,01.6.14.02.07.000052,-,-,"KETANDA RT 02 RW 04 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,3,BAITURROHMAN,01.6.14.02.07.000035,-,-,"BOGANGIN RT 04 RW 05 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,29,NURUL HIDAYAH,01.6.14.02.07.000055,-,-,"KETANDA RT 03 RW 02 Sumpiuh, Kab. Banyumas Jawa Tengah"
8,30,NURUL IMAN,01.4.14.32.01.000041,-,-,"Jl. Sultan Agung Bonorejo RT 02 RW 05 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,9,AL-HUDA,01.6.14.02.25.000011,-,-,"REJASARI RT 01/08 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,2,NURUL HIDAYAH,01.4.14.35.03.000008,-,-,"Debong Kulon RT.02/I Tegal Selatan, Kota Tegal Jawa Tengah"
9,12,AL-MUTTAQIN,01.6.14.02.25.000012,-,-,"REJASARI RT 04/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,3,BAITURROCHIM,01.4.14.35.03.000009,-,-,"Debong Kulon RT.02/II Tegal Selatan, Kota Tegal Jawa Tengah"
9,4,BAITURRIDWAN,01.4.14.32.01.000043,-,081329448669,"Rt 02 RW 06 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,11,BAITUL KARIM,01.4.14.35.03.000012,-,081326819811,"Jl. Banyumas RT.02 RW.03 Debong Tengah Tegal Selatan, Kota Tegal Jawa Tengah"
9,1,AL-MUNAWAROH,01.4.14.32.01.000042,-,-,"Tegalombo RT 10 RW 03 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,17,BAITUL KARIM,01.6.14.02.25.000015,-,-,"PASIRMUNCANG RT 02/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,22,NURUL ISLAM,01.6.14.02.25.000019,-,-,"PASIRMUNCANG RT 04/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,6,AL-AMIN,01.4.14.32.01.000044,-,-,"Perumahan Slatiga Permai RW XII Sidorejo, Kota Salatiga Jawa Tengah"
9,21,NUR HIDAYAH,01.6.14.02.25.000018,-,-,"PASIRMUNCANG RT 02/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,19,AL-IKHLAS,01.4.14.32.01.000045,-,-,"Bonggan RT 02 RW 09 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,7,AL-ISTI'ANAH,01.4.14.02.25.000009,-,-,"REJASARI RT 01/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,18,AL-AMIN,01.6.14.02.25.000016,-,-,"PASIRMUNCANG RT 02/04 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,16,TAQWA,01.4.14.02.25.000014,-,-,"PASIRMUNCANG RT 01/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,24,AL-HIDAYAH,01.4.14.02.25.000021,-,-,"BANTARSOKA RT 01/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,20,AL-FALAH,01.6.14.02.25.000017,-,-,"PASIRMUNCANG RT 04/05 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,25,AL-BAROKAH,01.6.14.02.25.000022,-,-,"BANTARSOKA RT 02/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,14,BAITURROCHMAN,01.4.14.35.03.000014,-,-,"Debong Tengah RT.04/06 Tegal Selatan, Kota Tegal Jawa Tengah"
9,13,AL-FALAH,01.4.14.35.03.000013,-,-,"Debong Tengah RT.04/02 Tegal Selatan, Kota Tegal Jawa Tengah"
9,26,AT-TAQWA,01.6.14.02.25.000023,-,-,"BANTARSOKA RT 02/08 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,23,MARDLOTILLAAH,01.6.14.02.25.000020,-,-,"PASIRMUNCANG RT 05/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,8,AMBAR ADHY,01.6.14.02.25.000010,-,-,"REJASARI RT 03/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,15,BAITUSH SHOLIKHIN,01.6.14.02.25.000013,-,-,"PASIRMUNCANG RT 03/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
9,5,AL-FATAH,01.4.14.35.03.000010,-,085742206420,"Jalan Palopo No.12 Debong Kulon RT.05/III Tegal Selatan, Kota Tegal Jawa Tengah"
9,29,DARUL HAYAT,01.4.14.35.03.000017,-,-,"Kalinyamat Wetan RT.01/04 Tegal Selatan, Kota Tegal Jawa Tengah"
9,28,BUSTANUL MUTAQIEN,01.4.14.32.01.000047,-,0298-314027,"Blotongan RT 03 RW VII Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,27,SUHADA 3,01.4.14.32.01.000046,-,-,"Perum Sehati Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
9,30,BAITUSSALAM,01.4.14.35.03.000018,-,-,"Kalinyamat Wetan RT.02/03 Tegal Selatan, Kota Tegal Jawa Tengah"
9,10,BAITUL MA'MUR,01.4.14.35.03.000011,-,-,"Debong Tengah RT.01/05 Tegal Selatan, Kota Tegal Jawa Tengah"
10,14,SYUHADA,01.4.14.35.03.000032,-,-,"Randugunting RT.07/V Tegal Selatan, Kota Tegal Jawa Tengah"
10,3,AN-NUR,01.4.14.35.03.000021,-,-,"Keturen RT.05/III Tegal Selatan, Kota Tegal Jawa Tengah"
10,15,JAMI' KOBER,01.4.14.02.25.000024,-,-,"KOBER RT03/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,9,SIADEM,01.4.14.35.03.000027,-,-,"Randugunting RT.02/XI Tegal Selatan, Kota Tegal Jawa Tengah"
10,17,ROUDLOTUL JANNAH,01.6.14.02.25.000026,-,-,"KOBER RT 03/05 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,22,AL-HUDA,01.4.14.02.25.000031,-,-,"KEDUNGWULUH Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,13,QOF,01.4.14.35.03.000031,-,-,"Randugunting RT5.05/I Tegal Selatan, Kota Tegal Jawa Tengah"
10,2,BAITUSSALAMAH,01.4.14.35.03.000020,-,-,"Keturen RT.04/II Tegal Selatan, Kota Tegal Jawa Tengah"
10,24,AL-MUTTAQIEN,01.6.14.02.25.000033,-,-,"KEDUNGWULUH RT 05/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,23,BAITUTTAQDIS,01.6.14.02.25.000032,-,-,"KEDUNGWULUH RT 04/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,12,AL-MUKARROMAH,01.4.14.35.03.000030,-,087763690390,"Randugunting RT.04/VII Tegal Selatan, Kota Tegal Jawa Tengah"
10,18,AL-IKHLAS,01.6.14.02.25.000027,-,-,"KOBER RT 08/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,5,BAITUTTHOHIRIN,01.4.14.35.03.000023,-,-,"Jl. Sriti RT.06/06 Randugunting Tegal Selatan, Kota Tegal Jawa Tengah"
10,19,NURUL HIDAYAH,01.6.14.02.25.000028,-,-,"KOBER RT 02/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,4,ZAENAL FAJRI,01.4.14.35.03.000022,-,-,"Jl. Perkutut II No.14 Randugunting Tegal Selatan, Kota Tegal Jawa Tengah"
10,8,AL-FURQON,01.4.14.35.03.000026,-,-,"Randugunting RT.01/X Tegal Selatan, Kota Tegal Jawa Tengah"
10,6,ASSALAFIYAH,01.4.14.35.03.000024,-,085879422953,"Jl. AR Hakim Gg. Khasan Robil RT03/12 Randugunting Tegal Selatan, Kota Tegal Jawa Tengah"
10,21,AL-HIKMAH,01.6.14.02.25.000030,-,-,"KOBER RT 11/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,25,AL-AMANAH,01.4.14.02.25.000034,-,-,"KEDUNGWULUH RT 02/03 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,1,NURUL HUDA,01.4.14.35.03.000019,-,-,"Keturen RT.02/III Tegal Selatan, Kota Tegal Jawa Tengah"
10,27,NURUL QOLBI,01.6.14.02.25.000036,-,-,"KEDUNGWULUH RT 04/04 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,16,BAITURROKHIM,01.6.14.02.25.000025,-,-,"KOBER RT 07/04 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,28,AN-NUR,01.6.14.02.25.000037,-,-,"KEDUNGWULUH RT 02/02 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,26,AL-HIDAYAH,01.6.14.02.25.000035,-,-,"KEDUNGWULUH RT 05/06 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,11,TAMBIRUN,01.4.14.35.03.000029,-,-,"Randugunting RT.03/V Tegal Selatan, Kota Tegal Jawa Tengah"
10,29,AT-TAQWA,01.4.14.02.11.000007,-,085227990926,"Jln. Pesanggrahan Rt 04/03 Kedunguter Banyumas, Kab. Banyumas Jawa Tengah"
10,30,AL-MUHAJIRIN,01.4.14.02.11.000008,-,-,"Perumahan Neu Garden Rt 06/03 Kedunguter Banyumas, Kab. Banyumas Jawa Tengah"
10,10,NURUL IMAN,01.4.14.35.03.000028,-,-,"Randugunting RT..03/II Tegal Selatan, Kota Tegal Jawa Tengah"
10,20,AL-AROFAH,01.4.14.02.25.000029,-,-,"KOBER RT 06/01 Purwokerto Barat, Kab. Banyumas Jawa Tengah"
10,7,AL-FIRDAUS,01.4.14.35.03.000025,-,-,"Randugunting RT.01/V Tegal Selatan, Kota Tegal Jawa Tengah"
11,2,BAITUL AMIN,01.4.14.02.11.000017,-,081327233733,"Kalisube Rt 03/01 Banyumas, Kab. Banyumas Jawa Tengah"
11,3,BAITUL HAQ,01.4.14.02.11.000018,-,085647703923,"Kalisube Rt 03/02 Banyumas, Kab. Banyumas Jawa Tengah"
11,4,BAITUL ULUM,01.4.14.02.11.000019,-,085747909170,"Kalisube Rt 03/03 Banyumas, Kab. Banyumas Jawa Tengah"
11,16,AL-HASYIMI BLOTONGAN,01.4.14.32.01.000048,-,-,"Jl. Gajah Gang Kancil No. 3 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
11,12,AN-NUR,01.4.14.02.11.000027,-,-,"Jln. Raya Serayu Rt 02/03 Pakunden Banyumas, Kab. Banyumas Jawa Tengah"
11,11,SUBULUSSALAM,01.4.14.02.11.000026,-,-,"Jln. Masjid No. 25 Rt 01/03 Pakunden Banyumas, Kab. Banyumas Jawa Tengah"
11,13,IQRO SMU N BANYUMAS,01.6.14.02.11.000028,-,085647855684,"Sudagaran Rt 01/01 Banyumas, Kab. Banyumas Jawa Tengah"
11,5,MIFTAHUL HUDA,01.4.14.02.11.000020,-,-,"Binangun Rt 04/01 Banyumas, Kab. Banyumas Jawa Tengah"
11,26,"AL, INNAYAH",01.4.14.02.12.000003,-,-,"KALIRAJUT NOTOG RT02 RW 03 Patikraja, Kab. Banyumas Jawa Tengah"
11,17,AL-HIDAYAH,01.4.14.32.01.000049,-,0298-327741,"Jl. Arwana No. 13 RT 02 RW 07 Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
11,25,KHUSNUL KHOTIMAH,01.4.14.02.12.000002,-,-,"NOTOG RT03 RW 04 Patikraja, Kab. Banyumas Jawa Tengah"
11,7,BAITUL MU'MIN,01.4.14.02.11.000022,-,-,"Papringan Rt 07/01 Banyumas, Kab. Banyumas Jawa Tengah"
11,8,AL-HUDA,01.4.14.02.11.000023,-,081327080522,"Papringan Rt 03/03 Banyumas, Kab. Banyumas Jawa Tengah"
11,24,USWATUN KHASANAH,01.4.14.02.12.000001,-,-,"NOTOG RT01 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
11,9,BAITUS SALIM,01.4.14.02.11.000024,-,-,"Papringan Rt 1/04 Banyumas, Kab. Banyumas Jawa Tengah"
11,20,BAITUN NIKMAH,01.4.14.02.18.000003,-,-,"Karanglewas Kidul RT 04/01 Karang Lewas, Kab. Banyumas Jawa Tengah"
11,10,AT-TAQWA,01.4.14.02.11.000025,-,-,"Jln. Pasinggangan Rt 04/01 Pakunden Banyumas, Kab. Banyumas Jawa Tengah"
11,21,BAITUL HIKMAH,01.4.14.02.18.000004,-,0281-641291,"Jl. JAYADIWANGSA KARANGLEWAS KIDUL Karang Lewas, Kab. Banyumas Jawa Tengah"
11,27,NURUL HIDAYAH,01.4.14.02.12.000004,-,-,"NOTOG RT02 RW04 Patikraja, Kab. Banyumas Jawa Tengah"
11,18,AL-KHIKMAH,01.4.14.32.01.000050,-,-,"Tegalombo RT 06 RW III Kelurahan Blotongan Sidorejo, Kota Salatiga Jawa Tengah"
11,19,AL-FIRDAUS,01.6.14.32.01.000051,-,0298-326584,"Jl. Diponegoro No. 136 Komplek Perkantoran Kementerian Agama Kota Salatiga Sidorejo, Kota Salatiga Jawa Tengah"
11,22,UMAR BIN KHOTOB,01.6.14.02.18.000006,-,081327997510,"Jl. Praka Nanuri Karanglewas Kidul Rt. 04/03 Karang Lewas, Kab. Banyumas Jawa Tengah"
11,28,"AL, QARIB",01.4.14.02.12.000005,-,-,"NOTOG RT04 RW 06 Patikraja, Kab. Banyumas Jawa Tengah"
11,15,BAITUSSALAM,01.4.14.35.03.000034,-,-,"Tunon RT.01/04 Tegal Selatan, Kota Tegal Jawa Tengah"
11,29,"AN, NUR",01.4.14.02.12.000006,-,-,"NOTOG RT01 RW 02 Patikraja, Kab. Banyumas Jawa Tengah"
11,6,MUJAHIDIN,01.4.14.02.11.000021,-,081380611770,"Papringan Rt 07/01 Banyumas, Kab. Banyumas Jawa Tengah"
11,23,AL-AMIN,01.4.14.02.15.000002,-,-,"SAMUDRA RT 03/02 Gumelar, Kab. Banyumas Jawa Tengah"
11,30,NURUL HIKMAH,01.4.14.02.12.000007,-,-,"NOTOG RT01 RW 05 Patikraja, Kab. Banyumas Jawa Tengah"
11,1,ARDUS-SALAM,01.4.14.02.11.000009,-,081542642733,"Jln. Pesanggrahan Rt 04/03 Kedunguter Banyumas, Kab. Banyumas Jawa Tengah"
11,14,BAITUSSHOBIRIN,01.4.14.35.03.000033,-,-,"Tunon RT.01/02 Tegal Selatan, Kota Tegal Jawa Tengah"
12,22,"AN, NUR",01.4.14.02.12.000029,-,081226699879,"KEDUNGRANDU RT04 RW 03 Patikraja, Kab. Banyumas Jawa Tengah"
12,2,MU'JIZATULLAH,01.4.14.02.12.000009,-,-,"NOTOG RT06 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,21,"AL, AMIN",01.4.14.02.12.000028,-,-,"KEDUNGRANDU RT03 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,9,"AL, IKHLAS",01.4.14.02.12.000016,-,-,"SIDABOWA RT04 RW 01 Patikraja, Kab. Banyumas Jawa Tengah"
12,17,"AL, HUDA",01.4.14.02.12.000024,-,-,"KEDUNGRANDU RT01 RW01 Patikraja, Kab. Banyumas Jawa Tengah"
12,3,BAITUSSALAM,01.4.14.02.12.000010,-,-,"SIDABOWA RT03 RW03 Patikraja, Kab. Banyumas Jawa Tengah"
